日期,最高气温,最低气温,天气,风向,风力
2014/1/26,23,15,阴,北风,小于3级
2014/1/27,23,11,多云转晴,北风,小于3级
2014/1/28,24,10,晴,北风,小于3级
2014/1/29,25,11,晴,北风,小于3级
2014/1/30,26,11,晴,北风,小于3级
2014/1/31,25,12,晴,西北风,小于3级
2014/2/1,25,14,多云,北风,小于3级
2014/2/2,25,14,多云,北风,小于3级
2014/2/3,26,13,晴转多云,北风,小于3级
2014/2/4,22,14,多云转阴,南风,小于3级
2014/2/5,24,15,多云,南风,小于3级
2014/2/6,23,16,多云转阴,东风,小于3级
2014/2/7,16,10,小雨,北风,3-4级
2014/2/8,11,7,中雨,北风,3-4级
2014/2/9,11,7,小到中雨转小雨,北风,3-4级
2014/2/10,9,5,阴,北风,3-4级
2014/2/11,10,4,阴,北风,3-4级
2014/2/12,7,4,小雨,北风,3-4级
2014/2/13,12,4,阴,北风,3-4级
2014/2/14,13,6,多云转阴,东北风,小于3级
2014/2/15,15,8,阴转小雨,北风,小于3级
2014/2/16,15,9,小雨转阴,西北风,小于3级
2014/2/17,21,14,多云,北风,小于3级
2014/2/18,9,5,小雨转阴,北风,3-4级
2014/2/19,15,3,晴,北风,小于3级
2014/2/20,18,2,晴,北风,小于3级
2014/2/21,19,10,多云,北风,小于3级
2014/2/22,19,10,多云,北风,小于3级
2014/2/23,22,13,多云,西北风,小于3级
2014/2/24,24,14,多云,东南风,小于3级
2014/2/25,22,16,小雨转阴,北风,小于3级
2014/2/26,25,16,阴,西北风,小于3级
2014/2/27,25,16,多云,南风,小于3级
2014/2/28,25,17,阴,东南风,小于3级
2014/3/1,20,15,小雨,南风,3-4级
2014/3/2,18,14,小雨,北风,3-4级
2014/3/3,18,14,小雨,西北风,小于3级
2014/3/4,19,14,小雨转阴,北风,小于3级
2014/3/5,17,14,小雨,北风,小于3级
2014/3/6,16,13,小雨,东北风,小于3级
2014/3/7,15,12,小雨转阴,北风,3-4级
2014/3/8,15,10,阴,北风,3-4级转小于3级
2014/3/9,16,13,阴,北风,小于3级
2014/3/10,17,13,小雨转阴,东北风,小于3级
2014/3/11,20,15,小雨转小到中雨,东风,小于3级转3-4级
2014/3/12,21,13,阴,北风,小于3级
2014/3/13,17,13,小雨转阴,北风,小于3级
2014/3/14,18,13,阴,东北风,小于3级
2014/3/15,19,14,阴转多云,东南风,小于3级
2014/3/16,23,17,霾,东北风,小于3级
2014/3/17,26,19,霾,西南风,小于3级
2014/3/18,27,18,多云,西南风,小于3级
2014/3/19,25,13,雷阵雨,北风,小于3级转3-4级
2014/3/20,18,13,阴转多云,北风,3-4级转小于3级
2014/3/21,21,13,多云,东北风,小于3级
2014/3/22,23,14,多云,东风,小于3级
2014/3/23,25,14,晴转多云,东北风,小于3级
2014/3/24,27,16,多云,南风,小于3级
2014/3/25,28,17,多云,南风,小于3级
2014/3/26,28,17,多云,北风,小于3级
2014/3/27,26,19,多云转雷阵雨,南风,小于3级
2014/3/28,26,21,雷阵雨,南风,小于3级
2014/3/29,23,20,大到暴雨,东风,小于3级
2014/3/30,22,19,暴雨转中到大雨,东南风,小于3级
2014/3/31,23,19,雷阵雨转小雨,北风,小于3级
2014/4/1,21,18,大雨转大到暴雨,东风,小于3级转3-4级
2014/4/2,22,18,雷阵雨转阴,东南风,小于3级
2014/4/3,27,17,多云,北风,小于3级
2014/4/4,26,17,多云,东北风,小于3级
2014/4/5,21,18,中雨转大雨,西北风,小于3级
2014/4/6,24,19,阵雨,东北风,小于3级
2014/4/7,24,19,阵雨,北风,小于3级
2014/4/8,27,20,阴,东南风,小于3级
2014/4/9,28,20,多云,南风,小于3级
2014/4/10,29,21,多云,南风,小于3级
2014/4/11,30,22,多云,西南风,小于3级
2014/4/12,30,22,多云,南风,小于3级
2014/4/13,28,23,多云,北风,小于3级
2014/4/14,27,21,阴转多云,东南风,小于3级
2014/4/15,28,20,多云,东北风,小于3级
2014/4/16,28,21,阴转多云,西北风,小于3级
2014/4/17,31,21,多云,北风,小于3级
2014/4/18,29,20,多云,南风,小于3级
2014/4/19,29,22,多云,西北风,小于3级
2014/4/20,29,23,多云,东南风,小于3级
2014/4/21,28,23,多云转阵雨,西风,小于3级
2014/4/22,27,22,阵雨转阴,北风,小于3级
2014/4/23,27,21,小雨转阴,东风,小于3级
2014/4/24,26,22,阴,东南风,小于3级
2014/4/25,28,22,阴,东南风,小于3级
2014/4/26,26,20,阵雨转阴,北风,小于3级
2014/4/27,28,20,多云,西北风,小于3级
2014/4/28,28,20,多云,东北风,小于3级
2014/4/29,22,18,中雨转大雨,北风,小于3级
2014/4/30,22,18,阵雨,北风,小于3级
2014/5/1,26,19,多云,北风,小于3级
2014/5/2,29,22,多云转阴,东风,小于3级
2014/5/3,26,19,中到大雨,东风,小于3级转3-4级
2014/5/4,23,18,阵雨转阴,北风,小于3级
2014/5/5,23,18,阵雨,北风,小于3级
2014/5/6,22,19,中到大雨,东风,小于3级
2014/5/7,23,20,大雨转大到暴雨,东北风,小于3级
2014/5/8,23,20,暴雨,东风,小于3级
2014/5/9,26,21,雷阵雨转中到大雨,南风,小于3级
2014/5/10,25,21,大到暴雨转大雨,东南风,小于3级
2014/5/11,27,22,多云转阵雨,西北风,小于3级
2014/5/12,29,24,雷阵雨,南风,小于3级
2014/5/13,31,26,雷阵雨,南风,小于3级
2014/5/14,32,25,雷阵雨转多云,东南风,小于3级
2014/5/15,31,26,多云,东北风,小于3级
2014/5/16,31,25,雷阵雨,东北风,小于3级
2014/5/17,31,24,雷阵雨,南风,小于3级
2014/5/18,30,23,雷阵雨,北风,小于3级
2014/5/19,31,24,雷阵雨,西风,小于3级
2014/5/20,29,24,大雨,东风,小于3级
2014/5/21,30,26,大雨转中雨,南风,小于3级
2014/5/22,29,24,雷阵雨,东风,小于3级
2014/5/23,31,24,雷阵雨转多云,东北风,小于3级
2014/5/24,33,25,多云,南风,小于3级
2014/5/25,34,25,雷阵雨,西风,小于3级
2014/5/26,33,25,雷阵雨,西北风,小于3级
2014/5/27,34,25,多云,西北风,小于3级
2014/5/28,34,25,多云,西南风,小于3级
2014/5/29,34,25,多云,北风,小于3级
2014/5/30,33,25,雷阵雨转多云,南风,小于3级
2014/5/31,35,26,多云,西南风,小于3级
2014/6/1,34,26,多云转雷阵雨,南风,小于3级
2014/6/2,33,25,多云转雷阵雨,东南风,小于3级
2014/6/3,33,25,雷阵雨转多云,东南风,小于3级
2014/6/4,33,25,雷阵雨,东南风,小于3级
2014/6/5,31,23,雷阵雨转大雨,北风,小于3级
2014/6/6,31,23,雷阵雨转大雨,西南风,小于3级
2014/6/7,31,23,雷阵雨转大雨,西南风,小于3级
2014/6/8,32,24,雷阵雨,东风,小于3级
2014/6/9,32,24,雷阵雨,东风,小于3级
2014/6/10,30,25,雷阵雨,西北风,小于3级
2014/6/11,34,25,多云转晴,北风,小于3级
2014/6/12,35,25,晴,西北风,小于3级
2014/6/13,35,25,晴,北风,小于3级
2014/6/14,34,26,多云,北风,小于3级
2014/6/15,34,27,多云转雷阵雨,东南风,小于3级
2014/6/16,34,27,多云转雷阵雨,东南风,小于3级
2014/6/17,33,26,雷阵雨,西北风,小于3级
2014/6/18,33,26,雷阵雨,南风,小于3级
2014/6/19,31,26,雷阵雨转大雨,东南风,小于3级
2014/6/20,31,24,大雨,东风,小于3级
2014/6/21,31,25,大雨转中雨,南风,小于3级
2014/6/22,32,25,雷阵雨,南风,小于3级
2014/6/23,32,25,雷阵雨,东南风,小于3级
2014/6/24,32,26,雷阵雨转多云,东北风,小于3级
2014/6/25,33,26,多云转晴,西南风,小于3级
2014/6/26,35,26,多云,南风,小于3级
2014/6/27,35,26,多云,南风,小于3级
2014/6/28,35,26,多云,东风,小于3级
2014/6/29,34,26,多云转晴,东风,小于3级
2014/6/30,34,26,雷阵雨转多云,北风,小于3级
2014/7/1,33,25,多云,东北风,小于3级
2014/7/2,34,26,多云,南风,小于3级
2014/7/3,34,26,多云,西南风,小于3级
2014/7/4,35,26,多云,南风,小于3级
2014/7/5,36,26,晴转多云,东北风,小于3级
2014/7/6,36,26,多云,东风,小于3级
2014/7/7,34,26,雷阵雨,北风,小于3级
2014/7/8,34,26,雷阵雨,北风,小于3级
2014/7/9,35,26,多云,南风,小于3级
2014/7/10,35,26,雷阵雨,北风,小于3级
2014/7/11,33,26,雷阵雨,北风,小于3级
2014/7/12,34,26,多云转雷阵雨,北风,小于3级
2014/7/13,34,26,晴,北风,小于3级
2014/7/14,35,26,晴,南风,小于3级
2014/7/15,35,25,晴,东风,小于3级
2014/7/16,32,26,多云转雷阵雨,北风,小于3级
2014/7/17,30,25,中到大雨,东南风,3-4级转小于3级
2014/7/18,31,25,大雨,东风,3-4级
2014/7/19,33,25,雷阵雨转多云,东南风,小于3级
2014/7/20,34,26,多云,西北风,小于3级
2014/7/21,35,26,晴,西风,小于3级
2014/7/22,36,26,晴转多云,北风,小于3级
2014/7/23,34,26,雷阵雨,南风,小于3级
2014/7/24,33,26,雷阵雨,东风,小于3级
2014/7/25,33,25,雷阵雨,东北风,小于3级
2014/7/26,33,25,雷阵雨,东风,小于3级
2014/7/27,34,24,多云,西北风,小于3级
2014/7/28,35,25,多云转晴,北风,小于3级
2014/7/29,35,25,晴,西南风,小于3级
2014/7/30,36,26,晴,西北风,小于3级
2014/7/31,36,26,晴,北风,小于3级
2014/8/1,35,26,雷阵雨,南风,小于3级
2014/8/2,35,25,雷阵雨,东风,小于3级
2014/8/3,35,25,雷阵雨转多云,北风,小于3级
2014/8/4,34,26,雷阵雨,东北风,小于3级
2014/8/5,34,26,多云转雷阵雨,南风,小于3级
2014/8/6,34,26,雷阵雨,东南风,小于3级
2014/8/7,33,26,雷阵雨,西风,小于3级
2014/8/8,33,25,雷阵雨,西南风,小于3级
2014/8/9,33,25,雷阵雨,东南风,小于3级
2014/8/10,33,26,雷阵雨,南风,小于3级
2014/8/11,33,26,雷阵雨,南风,小于3级
2014/8/12,30,24,大雨,东南风,小于3级
2014/8/13,31,24,中到大雨转雷阵雨,东北风,小于3级
2014/8/14,33,25,多云,西南风,小于3级
2014/8/15,34,25,多云,西南风,小于3级
2014/8/16,34,25,多云,西南风,小于3级
2014/8/17,34,25,多云,北风,小于3级
2014/8/18,32,24,大雨转大到暴雨,南风,小于3级
2014/8/19,30,24,暴雨转大雨,西北风,小于3级
2014/8/20,31,25,雷阵雨转多云,东南风,小于3级
2014/8/21,33,25,雷阵雨转多云,西北风,小于3级
2014/8/22,33,25,多云,北风,小于3级
2014/8/23,35,25,多云,南风,小于3级
2014/8/24,35,25,晴,北风,小于3级
2014/8/25,35,25,晴转多云,东风,小于3级
2014/8/26,33,25,多云转雷阵雨,北风,小于3级
2014/8/27,33,25,多云,东风,小于3级
2014/8/28,34,25,多云,北风,小于3级
2014/8/29,34,25,晴,北风,小于3级
2014/8/30,34,25,晴,西北风,小于3级
2014/8/31,33,25,多云,东南风,小于3级
2014/9/1,34,24,晴,北风,小于3级
2014/9/2,34,25,晴,西风,小于3级
2014/9/3,33,25,多云转雷阵雨,北风,小于3级
2014/9/4,32,24,雷阵雨转多云,南风,小于3级
2014/9/5,33,24,雷阵雨转多云,北风,小于3级
2014/9/6,34,25,多云,东风,小于3级
2014/9/7,33,25,雷阵雨,北风,小于3级
2014/9/8,34,25,多云,西北风,小于3级
2014/9/9,34,25,多云,南风,小于3级
2014/9/10,34,25,多云,东风,小于3级
2014/9/11,33,25,多云转雷阵雨,北风,小于3级
2014/9/12,33,25,雷阵雨转多云,东北风,小于3级
2014/9/13,34,25,阵雨转多云,北风,小于3级
2014/9/14,35,25,多云转大雨,北风,3-4级
2014/9/15,30,25,大雨,东风,4-5级
2014/9/16,31,25,中雨转阵雨,东风,3-4级转小于3级
2014/9/17,33,25,多云,西北风,小于3级
2014/9/18,35,24,多云,西北风,小于3级
2014/9/19,30,23,晴,北风,3-4级
2014/9/20,30,23,晴,北风,3-4级
2014/9/21,31,23,多云,北风,小于3级
2014/9/22,31,23,多云,北风,小于3级
2014/9/23,33,23,晴,北风,小于3级
2014/9/24,33,23,晴,北风,小于3级
2014/9/25,33,24,晴,西北风,小于3级
2014/9/26,33,24,晴,北风,小于3级
2014/9/27,33,23,晴,北风,小于3级
2014/9/28,34,24,晴,西北风,小于3级
2014/9/29,32,24,多云,北风,小于3级
2014/9/30,32,24,多云,北风,小于3级
2014/10/1,33,23,多云,北风,小于3级
2014/10/2,33,23,多云,西北风,小于3级
2014/10/3,33,23,多云,北风,小于3级
2014/10/4,31,22,多云,北风,小于3级
2014/10/5,30,18,晴,东北风,小于3级
2014/10/6,31,18,晴,北风,小于3级
2014/10/7,30,18,晴,东北风,小于3级
2014/10/8,30,18,晴,西北风,小于3级
2014/10/9,30,21,晴,北风,小于3级
2014/10/10,30,21,晴,北风,小于3级
2014/10/11,29,19,晴,北风,3-4级
2014/10/12,29,19,晴,北风,3-4级
2014/10/13,30,17,晴,北风,小于3级
2014/10/14,30,17,晴,北风,小于3级
2014/10/15,30,18,晴,北风,小于3级
2014/10/16,30,18,晴,北风,小于3级
2014/10/17,30,19,晴,北风,小于3级
2014/10/18,30,19,晴,北风,小于3级
2014/10/19,30,20,多云,北风,小于3级
2014/10/20,30,20,多云,北风,小于3级
2014/10/21,29,21,多云,北风,小于3级
2014/10/22,27,20,多云,西北风,小于3级
2014/10/23,27,20,多云,西北风,小于3级
2014/10/24,30,21,阴转多云,西北风,小于3级
2014/10/25,30,21,阴转多云,北风,小于3级
2014/10/26,30,22,多云,北风,小于3级
2014/10/27,30,20,多云,西北风,小于3级
2014/10/28,30,21,多云,东北风,小于3级
2014/10/29,31,20,晴,东风,小于3级
2014/10/30,31,20,晴,北风,小于3级
2014/10/31,31,20,晴,北风,小于3级
2014/11/1,24,18,阴转多云,北风,3-4级转小于3级
2014/11/2,25,17,多云,东南风,小于3级
2014/11/3,25,17,多云,北风,小于3级
2014/11/4,24,20,小雨转阴,北风,小于3级
2014/11/5,24,20,小雨转阴,北风,小于3级
2014/11/6,23,19,阴转小雨,北风,小于3级
2014/11/7,19,16,中雨,北风,小于3级
2014/11/8,19,16,中雨,北风,小于3级
2014/11/9,22,18,阴转多云,北风,小于3级
2014/11/10,20,17,小雨,北风,小于3级
2014/11/11,20,17,小雨,北风,小于3级
2014/11/12,23,16,多云,北风,小于3级
2014/11/13,23,16,多云,北风,小于3级
2014/11/14,25,17,多云,西北风,小于3级
2014/11/15,25,17,多云,西北风,小于3级
2014/11/16,22,14,晴,北风,小于3级
2014/11/17,22,14,晴,北风,小于3级
2014/11/18,24,14,晴,西北风,小于3级
2014/11/19,24,14,晴,西北风,小于3级
2014/11/20,26,15,晴,北风,小于3级
2014/11/21,26,15,晴,西北风,小于3级
2014/11/22,28,17,晴,西北风,小于3级
2014/11/23,28,17,晴,西北风,小于3级
2014/11/24,26,16,多云,北风,小于3级
2014/11/25,26,16,多云,北风,小于3级
2014/11/26,27,20,多云,东风,小于3级
2014/11/27,27,20,多云,东南风,小于3级
2014/11/28,26,21,多云,东北风,小于3级
2014/11/29,28,22,小雨,东南风,小于3级
2014/11/30,16,12,小雨,北风,4-5级转3-4级
2014/12/1,14,11,阴转小雨,北风,3-4级转小于3级
2014/12/2,15,9,中雨转中到大雨,北风,小于3级转3-4级
2014/12/3,13,10,中雨转小雨,北风,3-4级
2014/12/4,17,8,多云,北风,小于3级
2014/12/5,19,9,多云,西北风,小于3级
2014/12/6,17,11,小雨,北风,小于3级
2014/12/7,18,11,小雨转多云,北风,小于3级
2014/12/8,20,14,多云,北风,小于3级
2014/12/9,19,14,多云转小雨,西北风,小于3级
2014/12/10,18,10,阴转多云,北风,3-4级
2014/12/11,15,10,多云,北风,3-4级
2014/12/12,17,7,晴,北风,小于3级
2014/12/13,19,6,晴,北风,小于3级
2014/12/14,21,8,多云,北风,小于3级
2014/12/15,17,10,多云,北风,3-4级转4-5级
2014/12/16,15,6,晴,北风,4-5级转3-4级
2014/12/17,17,5,晴,西北风,小于3级
2014/12/18,14,9,小雨,北风,小于3级
2014/12/19,18,7,多云转晴,西北风,小于3级
2014/12/20,17,5,晴,北风,小于3级转3-4级
2014/12/21,16,5,晴,北风,3-4级转小于3级
2014/12/22,17,8,多云,北风,小于3级
2014/12/23,20,11,阴,北风,小于3级
2014/12/24,17,13,多云转小雨,西北风,小于3级
2014/12/25,17,13,小雨,东北风,小于3级
2014/12/26,18,12,小雨,西北风,小于3级
2014/12/27,16,9,小雨转多云,北风,小于3级
2014/12/28,18,7,晴,北风,小于3级
2014/12/29,19,4,晴,北风,小于3级
2014/12/30,22,6,晴,北风,小于3级
2014/12/31,18,8,晴,西北风,3-4级
2015/1/1,20,6,晴,北风,小于3级
2015/1/2,21,7,晴,北风,小于3级
2015/1/3,23,8,晴转多云,西北风,小于3级
2015/1/4,23,14,多云转阴,南风,小于3级
2015/1/5,24,17,阴转小雨,东北风,小于3级
2015/1/6,20,14,小雨,北风,3-4级
2015/1/7,18,10,多云,北风,3-4级转小于3级
2015/1/8,19,6,晴,西北风,小于3级
2015/1/9,18,10,多云,北风,小于3级
2015/1/10,18,11,多云,北风,小于3级
2015/1/11,14,9,小雨转中雨,北风,小于3级
2015/1/12,16,9,中雨转小雨,西北风,小于3级
2015/1/13,19,7,多云转晴,东北风,小于3级
2015/1/14,19,6,晴,北风,小于3级
2015/1/15,20,5,晴,西北风,小于3级
2015/1/16,19,8,晴,西北风,小于3级
2015/1/17,21,8,晴,北风,小于3级
2015/1/18,20,8,晴,北风,小于3级
2015/1/19,20,7,晴转多云,北风,小于3级
2015/1/20,23,10,多云,北风,小于3级
2015/1/21,21,9,霾,西北风,小于3级
2015/1/22,22,7,晴,北风,小于3级
2015/1/23,20,10,多云转小雨,北风,小于3级
2015/1/24,23,14,多云,东风,小于3级
2015/1/25,25,15,多云,北风,小于3级
2015/1/26,24,14,多云,西北风,小于3级
2015/1/27,21,14,多云,东南风,小于3级
2015/1/28,21,13,多云,东南风,小于3级
2015/1/29,18,12,阴,北风,小于3级
2015/1/30,17,8,多云,北风,小于3级
2015/1/31,18,9,多云,北风,小于3级
2015/2/1,19,10,多云,东北风,小于3级
2015/2/2,21,11,多云,北风,小于3级
2015/2/3,19,12,多云,西北风,小于3级
2015/2/4,14,9,阴,北风,3-4级
2015/2/5,17,7,多云,北风,小于3级
2015/2/6,16,8,多云,西风,小于3级
2015/2/7,18,10,多云,北风,小于3级
2015/2/8,19,7,晴,西北风,小于3级
2015/2/9,19,7,晴,西北风,小于3级
2015/2/10,20,9,多云,北风,小于3级
2015/2/11,20,9,多云,北风,小于3级
2015/2/12,20,9,多云,北风,小于3级
2015/2/13,23,12,多云转小雨,北风,小于3级
2015/2/14,23,16,小雨转阴,北风,小于3级
2015/2/15,24,15,多云,北风,小于3级
2015/2/16,23,15,多云,西北风,小于3级
2015/2/17,23,14,多云,北风,小于3级
2015/2/18,22,15,多云,北风,小于3级
2015/2/19,22,16,阴转小雨,东南风,小于3级
2015/2/20,22,17,小雨,东风,小于3级
2015/2/21,22,17,小雨,西北风,小于3级
2015/2/22,23,18,中雨,东南风,小于3级
2015/2/23,23,19,中雨,东南风,小于3级
2015/2/24,26,18,阴,暂无实况,小于3级
2015/2/25,26,19,阴,东南风,小于3级
2015/2/26,25,20,阴,东北风,小于3级
2015/2/27,25,19,阴,东南风,小于3级
2015/2/28,21,13,小雨转阴,北风,3-4级
2015/3/1,20,13,多云,北风,小于3级
2015/3/2,20,14,阴转小雨,东风,小于3级
2015/3/3,16,12,小雨,北风,3-4级转小于3级
2015/3/4,18,12,小雨,北风,小于3级
2015/3/5,17,14,小雨,北风,小于3级
2015/3/6,18,11,阴,北风,小于3级
2015/3/7,21,14,阴转多云,西北风,小于3级
2015/3/8,21,16,阴,北风,小于3级
2015/3/9,20,15,阴转小雨,北风,小于3级
2015/3/10,16,13,阴转小雨,东北风,小于3级
2015/3/11,15,12,小雨,北风,小于3级
2015/3/12,21,13,多云,北风,小于3级
2015/3/13,22,15,多云,东风,小于3级
2015/3/14,25,18,阴,东风,小于3级
2015/3/15,25,20,阴,东北风,小于3级
2015/3/16,26,20,阴,东风,小于3级
2015/3/17,26,21,阴,南风,小于3级
2015/3/18,27,21,阴转多云,东风,小于3级
2015/3/19,28,21,多云,南风,小于3级
2015/3/20,27,20,多云,西北风,小于3级
2015/3/21,25,20,阴,北风,小于3级
2015/3/22,25,19,阴转雷阵雨,北风,小于3级
2015/3/23,21,17,阴,北风,小于3级
2015/3/24,24,17,阴,北风,小于3级
2015/3/25,24,17,阴,东北风,小于3级
2015/3/26,23,16,阴,西风,小于3级
2015/3/27,26,18,多云,西北风,小于3级
2015/3/28,27,18,多云,西北风,小于3级
2015/3/29,26,18,多云转阴,南风,小于3级
2015/3/30,27,21,多云,东南风,小于3级
2015/3/31,29,22,多云,南风,小于3级
2015/4/1,28,22,阴,东南风,小于3级
2015/4/2,29,23,多云,东南风,小于3级
2015/4/3,29,24,阴,东南风,小于3级
2015/4/4,30,24,多云,南风,小于3级
2015/4/5,31,21,多云,北风,小于3级
2015/4/6,27,21,阴,北风,小于3级转3-4级
2015/4/7,21,16,阵雨,东北风,3-4级
2015/4/8,17,12,小雨转阴,北风,小于3级
2015/4/9,17,14,小雨,北风,小于3级
2015/4/10,15,12,小到中雨转中到大雨,北风,小于3级
2015/4/11,23,14,多云,北风,小于3级
2015/4/12,25,13,多云转晴,北风,小于3级
2015/4/13,27,13,晴,西北风,小于3级
2015/4/14,28,11,晴,北风,小于3级
2015/4/15,29,14,晴,北风,小于3级
2015/4/16,29,15,晴转多云,西北风,小于3级
2015/4/17,29,20,多云,东风,小于3级
2015/4/18,29,23,多云,东南风,小于3级
2015/4/19,26,21,阵雨转中到大雨,西北风,小于3级
2015/4/20,24,18,阵雨转阴,北风,小于3级
2015/4/21,27,17,多云,北风,小于3级
2015/4/22,27,19,多云,北风,小于3级
2015/4/23,27,20,多云,北风,小于3级
2015/4/24,28,21,阴转阵雨,西北风,小于3级
2015/4/25,29,21,阴转多云,南风,小于3级
2015/4/26,29,21,多云,北风,小于3级
2015/4/27,29,21,多云,东南风,小于3级
2015/4/28,29,23,阴转雷阵雨,东南风,小于3级
2015/4/29,29,22,阵雨转雷阵雨,西北风,小于3级
2015/4/30,31,23,阴转多云,南风,小于3级
2015/5/1,30,23,雷阵雨,东南风,小于3级
2015/5/2,31,25,阴,东南风,小于3级
2015/5/3,31,24,多云转雷阵雨,东南风,小于3级
2015/5/4,31,24,雷阵雨,西南风,小于3级
2015/5/5,30,24,雷阵雨,东北风,小于3级
2015/5/6,29,24,雷阵雨,东风,小于3级
2015/5/7,29,24,雷阵雨,东风,小于3级
2015/5/8,31,24,雷雨,东风,小于3级
2015/5/9,31,24,雷雨,东风,小于3级
2015/5/10,28,23,雷雨转大雨,东风,小于3级
2015/5/11,29,20,大雨转小雨,东风,小于3级
2015/5/12,29,20,多云,西北风,小于3级
2015/5/13,30,23,多云转阴,东南风,小于3级
2015/5/14,30,24,雷雨转阴,东南风,小于3级
2015/5/15,32,25,雷雨,东南风,小于3级
2015/5/16,28,23,大雨,东北风,小于3级
2015/5/17,26,23,大雨转雷雨,东南风,小于3级
2015/5/18,29,24,中雨转雷雨,东南风,小于3级
2015/5/19,32,26,雷雨,东南风,小于3级
2015/5/20,29,23,大到暴雨,西北风,小于3级
2015/5/21,28,23,大雨转中雨,东南风,小于3级
2015/5/22,32,26,雷阵雨,东北风,小于3级
2015/5/23,26,22,大雨转,无持续风向,小于3级
2015/5/24,27,23,小雨,无持续风向,小于3级
2015/5/25,31,25,阵雨,东北风,小于3级
2015/5/26,32,26,雷雨,东北风,小于3级
2015/5/27,32,25,雷雨转,东南风,小于3级
2015/5/28,33,26,多云,东南风,小于3级
2015/5/29,34,27,多云,东南风,小于3级
2015/5/30,33,25,雷雨,东北风,小于3级
2015/5/31,31,26,雷雨,西北风,小于3级
2015/6/1,32,26,雷雨,东南风,小于3级
2015/6/2,34,27,阵雨转多云,东南风,小于3级
2015/6/3,35,27,多云,东南风,小于3级
2015/6/4,35,25,雷雨转中到大雨,东北风,小于3级
2015/6/5,32,25,阴转雷雨,东南风,小于3级
2015/6/6,33,26,雷雨转多云,西北风,小于3级
2015/6/7,34,26,雷雨,东南风,小于3级
2015/6/8,34,27,雷雨转多云,东南风,小于3级
2015/6/9,34,26,雷雨,东北风,小于3级
2015/6/10,33,27,雷雨,东北风,小于3级
2015/6/11,34,27,雷雨,西北风,小于3级
2015/6/12,34,26,雷雨转多云,无持续风向,小于3级
2015/6/13,34,25,雷雨转多云,西北风,小于3级
2015/6/14,35,27,雷雨转多云,东南风,小于3级
2015/6/15,35,24,多云,东北风,小于3级
2015/6/16,35,26,晴,西北风,小于3级
2015/6/17,35,27,晴,西南风,小于3级
2015/6/18,35,27,晴,东南风,小于3级
2015/6/19,35,27,晴,东南风,小于3级
2015/6/20,35,28,晴转多云,东北风,小于3级
2015/6/21,35,27,雷雨转多云,东北风,小于3级
2015/6/22,33,25,雷雨转中到大雨,东南风,小于3级
2015/6/23,30,25,大雨,东北风,小于3级
2015/6/24,31,26,中到大雨转雷雨,东南风,小于3级
2015/6/25,33,26,雷雨,东南风,小于3级
2015/6/26,34,27,雷雨转多云,东南风,小于3级
2015/6/27,35,27,晴,东南风,小于3级
2015/6/28,35,28,晴,东南风,小于3级
2015/6/29,35,28,晴,东南风,小于3级
2015/6/30,36,28,晴,东南风,小于3级
2015/7/1,36,28,晴,东南风,小于3级
2015/7/2,36,28,晴转多云,东南风,小于3级
2015/7/3,36,28,多云,东南风,小于3级
2015/7/4,36,27,雷雨,东南风,小于3级
2015/7/5,32,25,雷雨,西北风,小于3级
2015/7/6,32,26,阵雨转阴,西北风,小于3级
2015/7/7,32,26,多云,西北风,小于3级
2015/7/8,32,25,多云转阴,东北风,小于3级
2015/7/9,30,25,中到大雨转阵雨,东北风,小于3级
2015/7/10,32,25,多云,东北风,小于3级
2015/7/11,34,26,晴,西北风,小于3级
2015/7/12,35,27,晴,西北风,小于3级
2015/7/13,36,27,晴,东北风,小于3级
2015/7/14,36,28,晴转多云,东南风,小于3级
2015/7/15,36,28,多云,东南风,小于3级
2015/7/16,35,26,多云转中到大雨,西北风,小于3级
2015/7/17,32,26,雷阵雨,无持续风向,小于3级
2015/7/18,33,26,雷阵雨,东南风,小于3级
2015/7/19,34,25,雷阵雨,西北风,小于3级
2015/7/20,33,25,大雨,西北风,小于3级
2015/7/21,29,25,大雨转中雨,东南风,小于3级
2015/7/22,32,26,阴,西北风,小于3级
2015/7/23,32,25,雷阵雨转大雨,东南风,小于3级
2015/7/24,29,25,大雨,东南风,小于3级
2015/7/25,32,25,雷阵雨,东南风,小于3级
2015/7/26,32,26,雷阵雨,东南风,小于3级
2015/7/27,32,26,雷阵雨转多云,无持续风向,小于3级
2015/7/28,33,25,雷阵雨,无持续风向,小于3级
2015/7/29,32,25,雷阵雨转多云,东南风,小于3级
2015/7/30,31,25,雷阵雨转多云,东北风,小于3级
2015/7/31,33,25,雷阵雨转多云,东南风,小于3级
2015/8/1,34,25,多云转晴,东北风,小于3级
2015/8/2,34,26,晴,西北风,小于3级
2015/8/3,35,26,晴,东北风,小于3级
2015/8/4,35,26,晴,西北风,小于3级
2015/8/5,35,26,晴,无持续风向,小于3级
2015/8/6,35,27,晴,西北风,小于3级
2015/8/7,36,27,晴,西北风,小于3级
2015/8/8,36,28,晴转多云,东北风,小于3级
2015/8/9,36,26,雷阵雨,无持续风向,小于3级
2015/8/10,32,25,雷阵雨,西北风,小于3级
2015/8/11,31,26,雷阵雨转阴,东北风,小于3级
2015/8/12,33,26,雷阵雨,东南风,小于3级
2015/8/13,33,26,雷阵雨,西北风,小于3级
